Component,Filename,fileFormat,resourceType,dataType,dataSubtype,assay,individualID,species,sex,age,ageUnit,diagnosis,nf1Genotype,nf2Genotype,tumorType,modelSystemName,organ,comments,parentSpecimenID,specimenID,aliquotID,platform,nucleicAcidSource,specimenPreparationMethod,specimenType,runType,libraryStrand,libraryPrep,libraryPreparationMethod,readPair,readLength,readDepth,targetDepth,batchID,genePerturbed,genePerturbationType,genePerturbationTechnology,experimentalCondition,isCellLine,eTag,fundingAgency,studyId,studyName,initiative,entityId
RNASeqTemplate,Hydroxychloroquine prevents resistance and potentiates the antitumor effect of SHP2 inhibition in NF1-associated malignant peripheral nerve sheath tumors/Raw Data/RNAseq_MPNST_SHP2i_timecourse/fastq/SRX27016809_SRR31653901_1.fastq.gz,fastq,experimentalData,gene expression,raw,RNA-seq,SAMN45276301,Mus musculus,Unknown,not provided,days,Neurofibromatosis type 1,-/-,Unknown,Malignant Peripheral Nerve Sheath Tumor,MPNST-Nf1-S462,nerves,RNA-Seq data from Homo sapiens sample PDX16-S3 (GSM8674116) as part of a study on SHP2 inhibition and hydroxychloroquine in NF1-associated MPNSTs. The study investigates mechanisms of acquired resistance and the potential for a novel treatment approach.,SAMN45276301,GSM8674116: PDX16-S3,SRR31653901_PDX16-S3,Illumina NovaSeq 6000,bulk cell,,PDX tissue,pairedEnd,Unstranded,polyAselection,Unknown,Read 1,,,Not specified,SRR31653901,SHP2,,,PDX16-S3,No,97cff8e4-10d3-477c-9da1-f2e59cd1c580,NIH-NCI,syn68634225,Hydroxychloroquine prevents resistance and potentiates the antitumor effect of SHP2 inhibition in NF1-associated malignant peripheral nerve sheath tumors,DHART-SPORE Project 1,syn68647805
RNASeqTemplate,Hydroxychloroquine prevents resistance and potentiates the antitumor effect of SHP2 inhibition in NF1-associated malignant peripheral nerve sheath tumors/Raw Data/RNAseq_MPNST_SHP2i_timecourse/fastq/SRX27016811_SRR31653899_2.fastq.gz,fastq,experimentalData,gene expression,raw,RNA-seq,SAMN45276299,Mus musculus,Unknown,not provided,days,Neurofibromatosis type 1,-/-,Unknown,Malignant Peripheral Nerve Sheath Tumor,MPNST-Nf1-S462,nerves,RNA-Seq data from Homo sapiens sample PDX16-V4 (GSM8674118) as part of a study on SHP2 inhibition and hydroxychloroquine in NF1-associated MPNSTs. The study investigates mechanisms of acquired resistance and the potential for a novel treatment approach.,SAMN45276299,GSM8674118: PDX16-V4,SRR31653899_PDX16-V4,Illumina NovaSeq 6000,bulk cell,,PDX tissue,pairedEnd,Unstranded,polyAselection,Unknown,Read 2,,,Not specified,SRR31653899,SHP2,,,PDX16-V4,No,af098a7d-465c-48e5-a8ce-eda874723855,NIH-NCI,syn68634225,Hydroxychloroquine prevents resistance and potentiates the antitumor effect of SHP2 inhibition in NF1-associated malignant peripheral nerve sheath tumors,DHART-SPORE Project 1,syn68647806
RNASeqTemplate,Hydroxychloroquine prevents resistance and potentiates the antitumor effect of SHP2 inhibition in NF1-associated malignant peripheral nerve sheath tumors/Raw Data/RNAseq_MPNST_SHP2i_timecourse/fastq/SRX27016805_SRR31653905_1.fastq.gz,fastq,experimentalData,gene expression,raw,RNA-seq,SAMN45276306,Mus musculus,Unknown,not provided,days,Neurofibromatosis type 1,-/-,Unknown,Malignant Peripheral Nerve Sheath Tumor,MPNST-Nf1-S462,nerves,RNA-Seq data from Homo sapiens sample PDX16-V2 (GSM8674112) as part of a study on SHP2 inhibition and hydroxychloroquine in NF1-associated MPNSTs. The study investigates mechanisms of acquired resistance and the potential for a novel treatment approach.,SAMN45276306,GSM8674112: PDX16-V2,SRR31653905_PDX16-V2,Illumina NovaSeq 6000,bulk cell,,PDX tissue,pairedEnd,Unstranded,polyAselection,Unknown,Read 1,,,Not specified,SRR31653905,SHP2,,,PDX16-V2,No,d4c750f8-d93a-4e91-91f3-50bc7fcc3d88,NIH-NCI,syn68634225,Hydroxychloroquine prevents resistance and potentiates the antitumor effect of SHP2 inhibition in NF1-associated malignant peripheral nerve sheath tumors,DHART-SPORE Project 1,syn68647807
RNASeqTemplate,Hydroxychloroquine prevents resistance and potentiates the antitumor effect of SHP2 inhibition in NF1-associated malignant peripheral nerve sheath tumors/Raw Data/RNAseq_MPNST_SHP2i_timecourse/fastq/SRX27016812_SRR31653898_1.fastq.gz,fastq,experimentalData,gene expression,raw,RNA-seq,SAMN45276298,Mus musculus,Unknown,not provided,days,Neurofibromatosis type 1,-/-,Unknown,Malignant Peripheral Nerve Sheath Tumor,MPNST-Nf1-S462,nerves,RNA-Seq data from Homo sapiens sample PDX16-S2 (GSM8674119) as part of a study on SHP2 inhibition and hydroxychloroquine in NF1-associated MPNSTs. The study investigates mechanisms of acquired resistance and the potential for a novel treatment approach.,SAMN45276298,GSM8674119: PDX16-S2,SRR31653898_PDX16-S2,Illumina NovaSeq 6000,bulk cell,,PDX tissue,pairedEnd,Unstranded,polyAselection,Unknown,Read 1,,,Not specified,SRR31653898,SHP2,,,PDX16-S2,No,3f765d32-9f67-4ebe-aca0-8d174bfe3e7c,NIH-NCI,syn68634225,Hydroxychloroquine prevents resistance and potentiates the antitumor effect of SHP2 inhibition in NF1-associated malignant peripheral nerve sheath tumors,DHART-SPORE Project 1,syn68647809
RNASeqTemplate,Hydroxychloroquine prevents resistance and potentiates the antitumor effect of SHP2 inhibition in NF1-associated malignant peripheral nerve sheath tumors/Raw Data/RNAseq_MPNST_SHP2i_timecourse/fastq/SRX27016810_SRR31653900_1.fastq.gz,fastq,experimentalData,gene expression,raw,RNA-seq,SAMN45276300,Mus musculus,Unknown,not provided,days,Neurofibromatosis type 1,-/-,Unknown,Malignant Peripheral Nerve Sheath Tumor,MPNST-Nf1-S462,nerves,RNA-Seq data from Homo sapiens sample PDX16-S1 (GSM8674117) as part of a study on SHP2 inhibition and hydroxychloroquine in NF1-associated MPNSTs. The study investigates mechanisms of acquired resistance and the potential for a novel treatment approach.,SAMN45276300,GSM8674117: PDX16-S1,SRR31653900_PDX16-S1,Illumina NovaSeq 6000,bulk cell,,PDX tissue,pairedEnd,Unstranded,polyAselection,Unknown,Read 1,,,Not specified,SRR31653900,SHP2,,,PDX16-S1,No,a4415785-a6e4-4cbd-b1c0-1a2b50b4c8c7,NIH-NCI,syn68634225,Hydroxychloroquine prevents resistance and potentiates the antitumor effect of SHP2 inhibition in NF1-associated malignant peripheral nerve sheath tumors,DHART-SPORE Project 1,syn68647812
RNASeqTemplate,Hydroxychloroquine prevents resistance and potentiates the antitumor effect of SHP2 inhibition in NF1-associated malignant peripheral nerve sheath tumors/Raw Data/RNAseq_MPNST_SHP2i_timecourse/fastq/SRX27016806_SRR31653904_1.fastq.gz,fastq,experimentalData,gene expression,raw,RNA-seq,SAMN45276305,Mus musculus,Unknown,not provided,days,Neurofibromatosis type 1,-/-,Unknown,Malignant Peripheral Nerve Sheath Tumor,MPNST-Nf1-S462,nerves,RNA-Seq data from Homo sapiens sample PDX16-S4 (GSM8674113) as part of a study on SHP2 inhibition and hydroxychloroquine in NF1-associated MPNSTs. The study investigates mechanisms of acquired resistance and the potential for a novel treatment approach.,SAMN45276305,GSM8674113: PDX16-S4,SRR31653904_PDX16-S4,Illumina NovaSeq 6000,bulk cell,,PDX tissue,pairedEnd,Unstranded,polyAselection,Unknown,Read 1,,,Not specified,SRR31653904,SHP2,,,PDX16-S4,No,04e43332-25b0-4028-acfb-522d4feb1a8e,NIH-NCI,syn68634225,Hydroxychloroquine prevents resistance and potentiates the antitumor effect of SHP2 inhibition in NF1-associated malignant peripheral nerve sheath tumors,DHART-SPORE Project 1,syn68647813
RNASeqTemplate,Hydroxychloroquine prevents resistance and potentiates the antitumor effect of SHP2 inhibition in NF1-associated malignant peripheral nerve sheath tumors/Raw Data/RNAseq_MPNST_SHP2i_timecourse/fastq/SRX27016808_SRR31653902_1.fastq.gz,fastq,experimentalData,gene expression,raw,RNA-seq,SAMN45276302,Mus musculus,Unknown,not provided,days,Neurofibromatosis type 1,-/-,Unknown,Malignant Peripheral Nerve Sheath Tumor,MPNST-Nf1-S462,nerves,RNA-Seq data from Homo sapiens sample PDX16-V1 (GSM8674115) as part of a study on SHP2 inhibition and hydroxychloroquine in NF1-associated MPNSTs. The study investigates mechanisms of acquired resistance and the potential for a novel treatment approach.,SAMN45276302,GSM8674115: PDX16-V1,SRR31653902_PDX16-V1,Illumina NovaSeq 6000,bulk cell,,PDX tissue,pairedEnd,Unstranded,polyAselection,Unknown,Read 1,,,Not specified,SRR31653902,SHP2,,,PDX16-V1,No,a9fb281b-ca9e-4800-8b35-9ada0bbddd51,NIH-NCI,syn68634225,Hydroxychloroquine prevents resistance and potentiates the antitumor effect of SHP2 inhibition in NF1-associated malignant peripheral nerve sheath tumors,DHART-SPORE Project 1,syn68647820
RNASeqTemplate,Hydroxychloroquine prevents resistance and potentiates the antitumor effect of SHP2 inhibition in NF1-associated malignant peripheral nerve sheath tumors/Raw Data/RNAseq_MPNST_SHP2i_timecourse/fastq/SRX27016812_SRR31653898_2.fastq.gz,fastq,experimentalData,gene expression,raw,RNA-seq,SAMN45276298,Mus musculus,Unknown,not provided,days,Neurofibromatosis type 1,-/-,Unknown,Malignant Peripheral Nerve Sheath Tumor,MPNST-Nf1-S462,nerves,RNA-Seq data from Homo sapiens sample PDX16-S2 (GSM8674119) as part of a study on SHP2 inhibition and hydroxychloroquine in NF1-associated MPNSTs. The study investigates mechanisms of acquired resistance and the potential for a novel treatment approach.,SAMN45276298,GSM8674119: PDX16-S2,SRR31653898_PDX16-S2,Illumina NovaSeq 6000,bulk cell,,PDX tissue,pairedEnd,Unstranded,polyAselection,Unknown,Read 2,,,Not specified,SRR31653898,SHP2,,,PDX16-S2,No,25bb84e0-19a9-48dd-99b6-d722d19f876a,NIH-NCI,syn68634225,Hydroxychloroquine prevents resistance and potentiates the antitumor effect of SHP2 inhibition in NF1-associated malignant peripheral nerve sheath tumors,DHART-SPORE Project 1,syn68647823
RNASeqTemplate,Hydroxychloroquine prevents resistance and potentiates the antitumor effect of SHP2 inhibition in NF1-associated malignant peripheral nerve sheath tumors/Raw Data/RNAseq_MPNST_SHP2i_timecourse/fastq/SRX27016811_SRR31653899_1.fastq.gz,fastq,experimentalData,gene expression,raw,RNA-seq,SAMN45276299,Mus musculus,Unknown,not provided,days,Neurofibromatosis type 1,-/-,Unknown,Malignant Peripheral Nerve Sheath Tumor,MPNST-Nf1-S462,nerves,RNA-Seq data from Homo sapiens sample PDX16-V4 (GSM8674118) as part of a study on SHP2 inhibition and hydroxychloroquine in NF1-associated MPNSTs. The study investigates mechanisms of acquired resistance and the potential for a novel treatment approach.,SAMN45276299,GSM8674118: PDX16-V4,SRR31653899_PDX16-V4,Illumina NovaSeq 6000,bulk cell,,PDX tissue,pairedEnd,Unstranded,polyAselection,Unknown,Read 1,,,Not specified,SRR31653899,SHP2,,,PDX16-V4,No,b71b87cb-8d6d-4c33-a757-678dc374f349,NIH-NCI,syn68634225,Hydroxychloroquine prevents resistance and potentiates the antitumor effect of SHP2 inhibition in NF1-associated malignant peripheral nerve sheath tumors,DHART-SPORE Project 1,syn68647846
RNASeqTemplate,Hydroxychloroquine prevents resistance and potentiates the antitumor effect of SHP2 inhibition in NF1-associated malignant peripheral nerve sheath tumors/Raw Data/RNAseq_MPNST_SHP2i_timecourse/fastq/SRX27016810_SRR31653900_2.fastq.gz,fastq,experimentalData,gene expression,raw,RNA-seq,PDX16-S1,Mus musculus,Unknown,not provided,days,Neurofibromatosis type 1,-/-,Unknown,Malignant Peripheral Nerve Sheath Tumor,MPNST-Nf1-S462,nerves,"This RNA-Seq data is from a Homo sapiens PDX16-S1 sample, part of a study investigating SHP2 inhibition and hydroxychloroquine in NF1-associated MPNSTs. The experiment is described as GSM8674117: PDX16-S1; Homo sapiens; RNA-Seq.",PDX16,PDX16-S1,SRR31653900,Illumina NovaSeq 6000,bulk cell,,PDX tissue,pairedEnd,Unstranded,polyAselection,Unknown,Read 2,,,Not specified,SRR31653900,SHP2,,,SHP2 inhibition combined with hydroxychloroquine treatment in PDX16-S1 MPNST model,No,96925767-db34-45b3-94aa-e9eb739a8b89,NIH-NCI,syn68634225,Hydroxychloroquine prevents resistance and potentiates the antitumor effect of SHP2 inhibition in NF1-associated malignant peripheral nerve sheath tumors,DHART-SPORE Project 1,syn68647853
RNASeqTemplate,Hydroxychloroquine prevents resistance and potentiates the antitumor effect of SHP2 inhibition in NF1-associated malignant peripheral nerve sheath tumors/Raw Data/RNAseq_MPNST_SHP2i_timecourse/fastq/SRX27016808_SRR31653902_2.fastq.gz,fastq,experimentalData,gene expression,raw,RNA-seq,PDX16-V1,Mus musculus,Unknown,not provided,days,Neurofibromatosis type 1,-/-,Unknown,Malignant Peripheral Nerve Sheath Tumor,MPNST-Nf1-S462,nerves,"This RNA-Seq data is from a Homo sapiens PDX16-V1 sample, part of a study investigating SHP2 inhibition and hydroxychloroquine in NF1-associated MPNSTs. The experiment is described as GSM8674115: PDX16-V1; Homo sapiens; RNA-Seq.",PDX16,PDX16-V1,SRR31653902,Illumina NovaSeq 6000,bulk cell,,PDX tissue,pairedEnd,Unstranded,polyAselection,Unknown,Read 2,,,Not specified,SRR31653902,SHP2,,,Vehicle control for PDX16-V1 MPNST model,No,665046e8-9b88-4e10-8947-c0b9cdedb051,NIH-NCI,syn68634225,Hydroxychloroquine prevents resistance and potentiates the antitumor effect of SHP2 inhibition in NF1-associated malignant peripheral nerve sheath tumors,DHART-SPORE Project 1,syn68647855
RNASeqTemplate,Hydroxychloroquine prevents resistance and potentiates the antitumor effect of SHP2 inhibition in NF1-associated malignant peripheral nerve sheath tumors/Raw Data/RNAseq_MPNST_SHP2i_timecourse/fastq/SRX27016806_SRR31653904_2.fastq.gz,fastq,experimentalData,gene expression,raw,RNA-seq,PDX16-S4,Mus musculus,Unknown,not provided,days,Neurofibromatosis type 1,-/-,Unknown,Malignant Peripheral Nerve Sheath Tumor,MPNST-Nf1-S462,nerves,"This RNA-Seq data is from a Homo sapiens PDX16-S4 sample, part of a study investigating SHP2 inhibition and hydroxychloroquine in NF1-associated MPNSTs. The experiment is described as GSM8674113: PDX16-S4; Homo sapiens; RNA-Seq.",PDX16,PDX16-S4,SRR31653904,Illumina NovaSeq 6000,bulk cell,,PDX tissue,pairedEnd,Unstranded,polyAselection,Unknown,Read 2,,,Not specified,SRR31653904,SHP2,,,SHP2 inhibition combined with hydroxychloroquine treatment in PDX16-S4 MPNST model,No,32fbf74e-aa59-48e8-a39e-d7717710b6c8,NIH-NCI,syn68634225,Hydroxychloroquine prevents resistance and potentiates the antitumor effect of SHP2 inhibition in NF1-associated malignant peripheral nerve sheath tumors,DHART-SPORE Project 1,syn68647862
RNASeqTemplate,Hydroxychloroquine prevents resistance and potentiates the antitumor effect of SHP2 inhibition in NF1-associated malignant peripheral nerve sheath tumors/Raw Data/RNAseq_MPNST_SHP2i_timecourse/fastq/SRX27016809_SRR31653901_2.fastq.gz,fastq,experimentalData,gene expression,raw,RNA-seq,PDX16-S3,Mus musculus,Unknown,not provided,days,Neurofibromatosis type 1,-/-,Unknown,Malignant Peripheral Nerve Sheath Tumor,MPNST-Nf1-S462,nerves,"This RNA-Seq data is from a Homo sapiens PDX16-S3 sample, part of a study investigating SHP2 inhibition and hydroxychloroquine in NF1-associated MPNSTs. The experiment is described as GSM8674116: PDX16-S3; Homo sapiens; RNA-Seq.",PDX16,PDX16-S3,SRR31653901,Illumina NovaSeq 6000,bulk cell,,PDX tissue,pairedEnd,Unstranded,polyAselection,Unknown,Read 2,,,Not specified,SRR31653901,SHP2,,,SHP2 inhibition combined with hydroxychloroquine treatment in PDX16-S3 MPNST model,No,81bc5347-ecc7-443e-abec-3b32c1815307,NIH-NCI,syn68634225,Hydroxychloroquine prevents resistance and potentiates the antitumor effect of SHP2 inhibition in NF1-associated malignant peripheral nerve sheath tumors,DHART-SPORE Project 1,syn68647864
